"CODGEO","Nb Pharmacies et parfumerie","Dynamique Entrepreneuriale","Dynamique Entrepreneuriale Service et Commerce","Synergie Médicale COMMUNE","Orientation Economique","Indice Fiscal Partiel","Score Fiscal","Indice Evasion Client","Score Evasion Client","Indice Synergie Médicale","Score Synergie Médicale","SEG Croissance POP","LIBGEO","REG","DEP","Nb Omnipraticiens BV","Nb Infirmiers Libéraux BV","Nb dentistes Libéraux BV","Nb pharmaciens Libéraux BV","Densité Médicale BV","Score équipement de santé BV","Indice Démographique","Score Démographique","Indice Ménages","Score Ménages","Population","Evolution Population","Evolution Pop %","Nb Ménages","Nb Résidences Principales","Nb propriétaire","Nb Logement","Nb Résidences Secondaires","Nb Log Vacants","Nb Occupants Résidence Principale","Nb Femme","Nb Homme","Nb Mineurs","Nb Majeurs","Nb Etudiants","Nb Entreprises Secteur Services","Nb Entreprises Secteur Commerce","Nb Entreprises Secteur Construction","Nb Entreprises Secteur Industrie","Nb Création Enteprises","Nb Création Industrielles","Nb Création Construction","Nb Création Commerces","Nb Création Services","Moyenne Revenus Fiscaux Départementaux","Moyenne Revenus Fiscaux Régionaux","Dep Moyenne Salaires Horaires","Dep Moyenne Salaires Cadre Horaires","Dep Moyenne Salaires Prof Intermédiaire Horaires","Dep Moyenne Salaires Employé Horaires","Dep Moyenne Salaires Ouvrié Horaires","Reg Moyenne Salaires Horaires","Reg Moyenne Salaires Cadre Horaires","Reg Moyenne Salaires Prof Intermédiaire Horaires","Reg Moyenne Salaires Employé Horaires","Reg Moyenne Salaires Ouvrié Horaires","Valeur ajoutée régionale","Urbanité Ruralité","Score Urbanité","Nb Atifs","Nb Actifs Salariés","Nb Actifs Non Salariés","Nb Logement Secondaire et Occasionnel","Nb Hotel","Capacité Hotel","Nb Camping","Capacité Camping","Dynamique Démographique BV","Taux étudiants","Taux Propriété","Dynamique Démographique INSEE","Capacité Fisc","Capacité Fiscale","Moyenne Revnus fiscaux","Taux Evasion Client","Nb Education, santé, action sociale","Nb Services personnels et domestiques","Nb Santé, action sociale","Nb Industries des biens intermédiaires","Nb de Commerce","Nb de Services aux particuliers","Nb institution de Education, santé, action sociale, administration","PIB Régionnal","SEG Environnement Démographique Obsolète","Score Croissance Population","Score Croissance Entrepreneuriale","Score VA Région","Score PIB","Environnement Démographique","Fidélité","SYN MEDICAL","Seg Cap Fiscale","Seg Dyn Entre","DYN SetC","CP"
"01396",0.0,80.0,30.0,118,"Bassin Industriel",101.93878,59.04139,0.0,0.0,118.58703,0.14014,"en croissance démographique","Sault-Brénaz","82","01",12,13,8,8,0.08414348,3,59.37731,0.04582,58.4675,0.03493,974,45,4,388,388,203,469,42,39,973,950,934,1158,726,66,12.0,12.0,4.0,13.0,6.0,0.0,2.0,1.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,363.0,334.0,29.0,42.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,43,-4,119,119,11483.5,0,2.0,3.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.95082,0.01931,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01397",0.0,60.0,22.0,107,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,107.53231,0.12546,"en croissance démographique","Sauverny","82","01",13,2,7,7,0.062018103,2,61.99869,0.04784,56.65923,0.03385,1017,62,6,376,374,210,426,42,10,1015,1016,950,1252,714,92,13.0,5.0,5.0,0.0,4.0,1.0,1.0,1.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,479.0,432.0,47.0,42.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,49,-7,123,123,11483.5,0,3.0,1.0,3.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",73.77049,0.01585,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01398",0.0,85.0,29.0,121,"Bassin Urbain",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Savigneux","82","01",12,12,6,6,1.0,1,53.403,0.04121,47.46717,0.02836,876,39,4,315,314,222,337,21,2,875,852,854,1078,628,77,9.0,14.0,7.0,13.0,6.0,0.0,3.0,0.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,404.0,337.0,67.0,21.0,0.0,0.0,0.0,0.0,"Grande Ville",0,65,-4,120,120,11483.5,0,0.0,1.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.95082,0.01037,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01399",0.0,86.0,57.0,107,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,107.53231,0.12546,"en croissance démographique","Ségny","82","01",13,2,7,7,0.062018103,2,82.29914,0.0635,80.92022,0.04834,1350,44,3,537,538,357,572,21,13,1347,1298,1308,1612,994,84,12.0,32.0,6.0,7.0,7.0,0.0,2.0,0.0,5.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,661.0,600.0,61.0,21.0,2.0,23.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,62,-4,128,128,11483.5,1,1.0,3.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.54098,0.0121,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01400",0.0,47.0,3.0,90,"Bassin Industriel",101.93878,59.04139,0.0,0.0,90.44774,0.10277,"en croissance démographique","Seillonnaz","82","01",5,7,2,2,0.073080791,1,7.49837,0.00579,7.53447,0.0045,123,-4,-3,50,50,31,90,25,15,123,102,138,145,95,8,1.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,58.0,39.0,19.0,25.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,34,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.08197,0.00346,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01401",0.0,66.0,16.0,122,"Bassin Urbain",101.93878,59.04139,0.0,0.0,122.60693,0.14548,"en croissance démographique","Sergy","82","01",12,12,6,6,1.0,1,76.02002,0.05866,73.38575,0.04384,1247,43,3,487,487,346,545,38,20,1247,1236,1198,1495,939,95,11.0,2.0,8.0,2.0,4.0,0.0,1.0,1.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 200 m habts",75.0,585.0,536.0,49.0,38.0,0.0,0.0,0.0,0.0,"Grande Ville",0,63,-4,126,126,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com < 200 m habts en croissance démographique",72.54098,0.01585,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01402",0.0,58.0,7.0,104,"Bassin Industriel",101.93878,59.04139,0.0,0.0,104.51739,0.12146,"en croissance démographique","Sermoyer","82","01",9,10,4,4,0.092189071,3,33.10254,0.02554,35.11064,0.02097,543,-29,-5,233,234,164,289,42,13,541,518,538,613,443,22,3.0,3.0,5.0,3.0,1.0,0.0,0.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,197.0,162.0,35.0,42.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,56,3,114,114,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",69.2623,0.01066,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01403",0.0,97.0,46.0,111,"Bassin Industriel",101.93878,59.04139,124.22775,0.05311,111.55221,0.1308,"en croissance démographique","Serrières-de-Briord","82","01",12,13,8,8,0.08414348,3,58.52384,0.04516,57.86474,0.03457,960,12,1,384,384,273,479,49,46,960,904,954,1123,735,42,16.0,20.0,13.0,9.0,3.0,0.0,1.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,366.0,317.0,49.0,49.0,0.0,0.0,1.0,144.0,"1.Accroissement par excédent naturel et migratoire",0,56,-1,119,119,11483.5,1,5.0,0.0,4.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.00519,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Faible Dynamique Serv et Com",1
"01404",0.0,46.0,5.0,119,"Bassin Urbain",101.93878,59.04139,0.0,0.0,119.59201,0.14148,"en croissance démographique","Serrières-sur-Ain","82","01",12,12,6,6,1.0,1,4.81602,0.00372,6.02758,0.0036,79,-2,-2,40,40,32,155,108,7,79,76,82,93,65,5,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,33.0,25.0,8.0,108.0,0.0,0.0,0.0,0.0,"Grande Ville",0,20,0,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",70.4918,0.0,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01405",0.0,67.0,24.0,121,"Bassin Urbain",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Servas","82","01",12,12,6,6,1.0,1,55.78053,0.04304,49.12475,0.02935,915,70,7,326,326,203,355,14,15,893,848,898,1083,663,64,8.0,11.0,3.0,7.0,3.0,0.0,1.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,438.0,382.0,56.0,14.0,0.0,0.0,0.0,0.0,"Grande Ville",0,57,-7,121,121,11483.5,0,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",74.18033,0.00519,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01406",0.0,44.0,2.0,85,"Bassin Industriel",101.93878,59.04139,0.0,0.0,85.42286,0.0961,"en croissance démographique","Servignat","82","01",3,1,1,1,0.076768354,1,8.22991,0.00635,9.19206,0.00549,135,-3,-2,61,61,45,84,12,11,135,122,144,148,118,6,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,49.0,33.0,16.0,12.0,0.0,0.0,0.0,0.0,"4.Déclin par déficit naturel et migratoire",0,53,0,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en déclin démographique",70.4918,0.00173,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Faible Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01407",0.0,78.0,52.0,106,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,106.52734,0.12413,"en croissance démographique","Seyssel","82","01",3,9,2,2,0.08749581,2,48.95275,0.03777,51.08372,0.03052,803,11,1,339,340,159,423,46,37,801,758,792,955,595,57,24.0,17.0,4.0,6.0,6.0,0.0,1.0,2.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,312.0,263.0,49.0,46.0,0.0,0.0,1.0,45.0,"3.Accroissement par excédent migratoire",0,37,0,118,118,11483.5,1,5.0,3.0,4.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.72131,0.02824,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01408",0.0,75.0,20.0,119,"Bassin Urbain",101.93878,59.04139,124.22775,0.05311,119.59201,0.14148,"en croissance démographique","Simandre-sur-Suran","82","01",12,12,6,6,1.0,1,38.89397,0.03001,33.60374,0.02007,638,27,4,223,223,151,289,49,17,623,618,610,777,451,44,7.0,9.0,8.0,7.0,2.0,1.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,260.0,205.0,55.0,49.0,1.0,9.0,1.0,23.0,"Grande Ville",0,52,-3,116,116,11483.5,1,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.95082,0.00346,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01409",0.0,46.0,2.0,121,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,121.60196,0.14415,"en croissance démographique","Songieu","82","01",26,21,10,10,0.100905129,3,7.49837,0.00579,7.83585,0.00468,123,-11,-8,52,53,37,116,56,7,125,122,114,135,101,4,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,43.0,28.0,15.0,56.0,0.0,0.0,1.0,33.0,"3.Accroissement par excédent migratoire",0,31,1,109,109,11483.5,1,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",68.03279,0.00173,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01410",0.0,58.0,8.0,96,"Bassin Industriel",101.93878,59.04139,0.0,0.0,96.47759,0.11078,"en croissance démographique","Sonthonnax-la-Montagne","82","01",6,6,4,4,0.078779752,1,18.47159,0.01425,15.97308,0.00954,303,24,8,106,106,91,132,17,9,302,298,290,381,207,15,4.0,3.0,4.0,4.0,2.0,1.0,0.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,139.0,119.0,20.0,17.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,68,-2,112,112,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",74.59016,0.01239,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01411",0.0,48.0,3.0,109,"Bassin Industriel",101.93878,59.04139,0.0,0.0,109.54226,0.12813,"en croissance démographique","Souclin","82","01",12,13,8,8,0.08414348,3,13.47267,0.0104,14.3155,0.00855,221,-1,0,95,95,70,137,27,15,221,206,224,252,178,10,2.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,80.0,73.0,7.0,27.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,51,0,110,110,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.00346,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01412",0.0,65.0,15.0,111,"Bassin Industriel",101.93878,59.04139,0.0,0.0,111.55221,0.1308,"en croissance démographique","Sulignat","82","01",9,14,7,7,0.092859537,4,29.56673,0.02281,26.21996,0.01566,485,14,2,174,174,122,202,16,12,484,466,472,601,337,27,6.0,6.0,6.0,4.0,2.0,0.0,2.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,214.0,173.0,41.0,16.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,60,-1,114,114,11483.5,0,1.0,0.0,2.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",72.13115,0.00346,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01413",0.0,43.0,3.0,110,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,110.54724,0.12947,"en croissance démographique","Surjoux","82","01",17,9,10,10,0.067717063,2,4.2064,0.00325,4.82206,0.00288,69,-2,-2,32,32,28,67,29,6,68,74,62,78,58,5,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,25.0,21.0,4.0,29.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,41,0,109,109,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.4918,0.00173,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01414",0.0,49.0,10.0,121,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,121.60196,0.14415,"en croissance démographique","Sutrieu","82","01",26,21,10,10,0.100905129,3,13.28979,0.01025,13.71274,0.00819,218,-20,-9,91,91,67,164,57,16,208,204,226,254,176,10,5.0,3.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,89.0,60.0,29.0,57.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,40,2,111,111,11483.5,0,1.0,0.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",67.62295,0.00346,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01415",0.0,57.0,10.0,98,"Bassin Industriel",101.93878,59.04139,0.0,0.0,98.48754,0.11345,"en croissance démographique","Talissieu","82","01",7,11,4,4,0.111632585,1,24.68974,0.01905,22.30204,0.01332,405,-62,-15,148,148,105,207,37,22,320,416,380,444,352,14,5.0,3.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,143.0,132.0,11.0,37.0,0.0,0.0,0.0,0.0,"3.Accroissement par excédent migratoire",0,50,7,112,112,11483.5,0,2.0,0.0,3.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",65.16393,0.0,32.42578,33.83811,"Bassin Industriel en croissance démographique","Pop Sédentaire","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01416",0.0,81.0,30.0,150,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,150.74623,0.18285,"en croissance démographique","Tenay","82","01",31,36,18,18,0.099228964,4,66.0222,0.05094,68.11162,0.04069,1083,-93,-8,452,454,247,744,112,178,1027,1080,1032,1239,873,60,13.0,11.0,6.0,11.0,3.0,0.0,2.0,1.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,323.0,285.0,38.0,112.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,33,10,118,118,11483.5,0,3.0,1.0,4.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",68.03279,0.01412,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01417",0.0,52.0,8.0,108,"Bassin Résidentiel",101.93878,59.04139,124.22775,0.05311,108.53729,0.1268,"en croissance démographique","Thézillieu","82","01",7,16,4,4,0.147167281,4,18.2887,0.01411,19.74032,0.01179,300,7,2,131,131,88,211,71,9,299,284,292,340,236,10,5.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,126.0,98.0,28.0,71.0,1.0,9.0,1.0,30.0,"4.Déclin par déficit naturel et migratoire",0,41,0,112,112,11483.5,1,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Zone rurale en déclin démographique",72.13115,0.00173,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01418",0.0,73.0,29.0,127,"Bassin Urbain",101.93878,59.04139,0.0,0.0,127.63181,0.15216,"en croissance démographique","Thil","82","01",12,12,6,6,1.0,1,57.67036,0.0445,47.0151,0.02809,946,35,3,312,313,272,341,17,11,949,898,932,1168,662,86,10.0,13.0,5.0,7.0,6.0,0.0,1.0,2.0,3.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,430.0,362.0,68.0,17.0,0.0,0.0,0.0,0.0,"Grande Ville",0,79,-3,121,121,11483.5,0,1.0,1.0,1.0,9364,9350,3372,15105,173681,"Com rurale < 2 000 m habts en croissance démographique",72.54098,0.02824,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
"01419",0.0,221.0,258.0,149,"Bassin Urbain",101.93878,59.04139,124.22775,0.05311,149.74126,0.18152,"en croissance démographique","Thoiry","82","01",12,12,6,6,1.0,1,247.99475,0.19136,237.48654,0.14187,4068,144,3,1576,1569,996,1738,120,49,4048,3952,3892,4882,2962,230,72.0,126.0,26.0,19.0,9.0,0.0,0.0,2.0,7.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 200 m habts",75.0,1934.0,1750.0,184.0,120.0,1.0,95.0,0.0,0.0,"Grande Ville",0,57,-14,168,168,11483.5,1,16.0,8.0,16.0,9364,9350,3372,15105,173681,"Com < 200 m habts en croissance démographique",72.54098,0.03343,32.42578,33.83811,"Bassin Urbain en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Dynamique Economique","Bonne Dynamique Entreprise Serv et Com",1
"01420",0.0,120.0,116.0,126,"Bassin Résidentiel",101.93878,59.04139,496.91099,0.21243,126.62683,0.15082,"en croissance démographique","Thoissey","82","01",5,7,3,3,0.102581294,4,82.60396,0.06374,87.09849,0.05203,1355,-16,-1,578,579,146,674,43,52,1210,1468,1162,1530,1100,70,51.0,40.0,8.0,12.0,6.0,0.0,2.0,2.0,2.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com < 10 m habts",12.5,521.0,452.0,69.0,43.0,0.0,0.0,1.0,568.0,"3.Accroissement par excédent migratoire",0,21,1,124,124,11483.5,4,17.0,5.0,19.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",70.90164,0.02824,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Mobile","Forte Synergie Médicale","Fiscalité moyenne","Moyenne dynamique","Dynamique Serv et Com",1
"01421",0.0,67.0,11.0,143,"Bassin Résidentiel",101.93878,59.04139,0.0,0.0,143.71141,0.17351,"en croissance démographique","Torcieu","82","01",31,36,18,18,0.099228964,4,39.19878,0.03025,40.53546,0.02421,643,-5,0,269,268,209,340,37,35,646,638,610,751,497,36,5.0,4.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,12509,10458,11.41034483,21.9637931,12.55862069,8.743103448,9.268965517,11.87302231,21.78782961,12.7040568,8.7831643,9.301419878,86957.45836,"Com rurale < 2 000 m habts",0.0,284.0,259.0,25.0,37.0,0.0,0.0,0.0,0.0,"1.Accroissement par excédent naturel et migratoire",0,61,0,117,117,11483.5,0,0.0,0.0,0.0,9364,9350,3372,15105,173681,"Zone rurale en croissance démographique",71.31148,0.00346,32.42578,33.83811,"Bassin Résidentiel en croissance démographique","Pop Sédentaire","Forte Synergie Médicale","Fiscalité moyenne","Faible dynamique","Faible Dynamique Serv et Com",1
