"Code département","Département","Code circonscription","Circonscription","Numéro de panneau","Libellé abrégé de liste","Libellé de la liste","Code nuance de liste","Nuance de liste","Tête de liste","Ordre","Sexe","Nom sur le bulletin de vote","Prénom sur le bulletin de vote","Nationalité","Code personnalité","CC"
"01","Ain","01378","Saint-Maurice-de-Gourdans",2.0,"COEUR ET ACTION POUR SAINT MAURICE DE GOURDANS","COEUR ET ACTION POUR SAINT MAURICE DE GOURDANS","","","OUI",1.0,"M","BRAU","Didier","Française","","OUI"
"01","Ain","01378","Saint-Maurice-de-Gourdans",3.0,"UN NOUVEAU SOUFFLE POUR SAINT MAURICE","UN NOUVEAU SOUFFLE POUR SAINT MAURICE","","","OUI",1.0,"M","VENÇON","Yves","Française","","OUI"
"01","Ain","01379","Saint-Maurice-de-Rémens",1.0,"POURSUIVRE ENSEMBLE","POURSUIVRE ENSEMBLE","","","OUI",1.0,"M","GAILLARD","Eric","Française","",""
"01","Ain","01380","Saint-Nizier-le-Bouchoux",1.0,"Unis pour Saint Nizier le bouchoux","Unis pour Saint Nizier le bouchoux","","","OUI",1.0,"M","ANDRÉ","Alexandre","Française","",""
"01","Ain","01381","Saint-Nizier-le-Désert",1.0,"ENSEMBLE POUR SAINT NIZIER","ENSEMBLE POUR SAINT NIZIER","","","OUI",1.0,"M","COURRIER","Jean-Paul","Française","",""
"01","Ain","01381","Saint-Nizier-le-Désert",2.0,"Naturellement Saint-Nizier-le-Désert","Naturellement Saint-Nizier-le-Désert","","","OUI",1.0,"F","POUSSEL","Michelle","Française","",""
"01","Ain","01382","Sainte-Olive",1.0,"Sainte-Olive, au coeur de nos vies","Sainte-Olive, au coeur de nos vies","","","OUI",1.0,"F","BASTOUL","Caroline","Française","",""
"01","Ain","01383","Saint-Paul-de-Varax",1.0,"Saint-Paul-de-Varax, entre étangs et avenir","Saint-Paul-de-Varax, entre étangs et avenir","","","OUI",1.0,"M","TAYAR","Johny","Française","","OUI"
"01","Ain","01383","Saint-Paul-de-Varax",2.0,"continuons ensemble pour demain","continuons ensemble pour demain","","","OUI",1.0,"M","CHAVET","Clément","Française","","OUI"
"01","Ain","01384","Saint-Rambert-en-Bugey",1.0,"ST RAMBERT-EN-BUGEY ""tourné vers l'avenir""","ST RAMBERT-EN-BUGEY ""tourné vers l'avenir""","","","OUI",1.0,"M","VERNAY-VIGNON","Antoine","Française","","OUI"
"01","Ain","01384","Saint-Rambert-en-Bugey",2.0,"SAINT-RAMBERT-EN-BUGEY AVEC VOUS","SAINT-RAMBERT-EN-BUGEY AVEC VOUS","","","OUI",1.0,"F","REISSER","Florence","Française","","OUI"
"01","Ain","01384","Saint-Rambert-en-Bugey",3.0,"BIEN VIVRE ENSEMBLE À ST RAMBERT EN BUGEY","BIEN VIVRE ENSEMBLE À ST RAMBERT EN BUGEY","","","OUI",1.0,"M","BODIN","Frederic","Française","","OUI"
"01","Ain","01384","Saint-Rambert-en-Bugey",4.0,"COEUR RAMBERTOIS","COEUR RAMBERTOIS","","","OUI",1.0,"M","BALLEYDIER","Aurélien","Française","","OUI"
"01","Ain","01385","Saint-Rémy",1.0,"AGIR POUR SAINT RÉMY","AGIR POUR SAINT RÉMY","","","OUI",1.0,"M","MALLET","Christophe","Française","",""
"01","Ain","01386","Saint-Sorlin-en-Bugey",1.0,"ENSEMBLE POUR L'AVENIR !","ENSEMBLE POUR L'AVENIR !","","","OUI",1.0,"M","MILLET","Patrick","Française","","OUI"
"01","Ain","01387","Saint-Sulpice",1.0,"avenir de SAINT SULPICE","avenir de SAINT SULPICE","","","OUI",1.0,"M","GIROD","Michel","Française","",""
"01","Ain","01388","Saint-Trivier-de-Courtes",1.0,"SAINT-TRIVIER, UNE EQUIPE EN MARCHE","SAINT-TRIVIER, UNE EQUIPE EN MARCHE","","","OUI",1.0,"M","BERNARD","Yves","Française","","OUI"
"01","Ain","01388","Saint-Trivier-de-Courtes",2.0,"NOUVELLE GÉNÉRATION","NOUVELLE GÉNÉRATION","","","OUI",1.0,"M","DISSES","Christophe","Française","","OUI"
"01","Ain","01389","Saint-Trivier-sur-Moignans",1.0,"Bien vivre à St Trivier","Bien vivre à St Trivier","","","OUI",1.0,"M","COUTURIER","Laurent","Française","","OUI"
"01","Ain","01389","Saint-Trivier-sur-Moignans",2.0,"UN NOUVEAU REGARD UTINGEOIS","UN NOUVEAU REGARD UTINGEOIS","","","OUI",1.0,"F","CUENCA","Chrystèle","Française","","OUI"
"01","Ain","01390","Saint-Vulbas",1.0,"ENSEMBLE OSONS L'AVENIR","ENSEMBLE OSONS L'AVENIR","","","OUI",1.0,"M","JACQUIN","Marcel","Française","","OUI"
"01","Ain","01391","Salavre",1.0,"ENTRE PATRIMOINE, BIEN VIVRE ET AVENIR","ENTRE PATRIMOINE, BIEN VIVRE ET AVENIR","","","OUI",1.0,"M","FÉAUD","Jacques","Française","",""
"01","Ain","01391","Salavre",2.0,"SALAVRE : PRESERVER, PARTAGER, INNOVER. ENSEMBLE","SALAVRE : PRESERVER, PARTAGER, INNOVER. ENSEMBLE","","","OUI",1.0,"M","DROUY","Renaud","Française","",""
"01","Ain","01392","Samognat",1.0,"Liste des candidats au conseil municipal de Samognat","Liste des candidats au conseil municipal de Samognat","","","OUI",1.0,"M","REYNIER","Xavier","Française","",""
"01","Ain","01393","Sandrans",1.0,"UNIS POUR SANDRANS","UNIS POUR SANDRANS","","","OUI",1.0,"M","ALVAREZ","Patrick","Française","",""
"01","Ain","01393","Sandrans",2.0,"POUR SANDRANS","POUR SANDRANS","","","OUI",1.0,"M","OLLAGNIER","Bernard","Française","",""
"01","Ain","01396","Sault-Brénaz",1.0,"UNIS POUR SAULT-BRÉNAZ","UNIS POUR SAULT-BRÉNAZ","","","OUI",1.0,"M","ALONSO","Nazarello","Française","","OUI"
"01","Ain","01397","Sauverny",1.0,"Sauverny,Terre de prtage","Sauverny,Terre de partage","","","OUI",1.0,"M","FOURNIER","Julien","Française","","OUI"
"01","Ain","01398","Savigneux",1.0,"A vos cotés pour mieux vivre ensemble","A vos cotés pour mieux vivre ensemble","","","OUI",1.0,"M","GARNIER","Gilles","Française","","OUI"
"01","Ain","01399","Ségny",1.0,"Ségny c'est vous","Ségny c'est vous","","","OUI",1.0,"F","GROSROYAT","Annick","Française","","OUI"
"01","Ain","01400","Seillonnaz",1.0,"POUR SEILLONNAZ","POUR SEILLONNAZ","","","OUI",1.0,"M","VETTARD","Pascal","Française","",""
"01","Ain","01401","Sergy",1.0,"AVEC VOUS POUR SERGY","AVEC VOUS POUR SERGY","","","OUI",1.0,"F","MOINE","Catherine","Française","","OUI"
"01","Ain","01402","Sermoyer",1.0,"AGIR ENSEMBLE POUR SERMOYER","AGIR ENSEMBLE POUR SERMOYER","","","OUI",1.0,"F","PANCHOT","Huguette","Française","",""
"01","Ain","01403","Serrières-de-Briord",1.0,"ALTERNATIVE POUR SERRIÈRES DE BRIORD","ALTERNATIVE POUR SERRIÈRES DE BRIORD","","","OUI",1.0,"F","DREVET VERSAUD","Pascale","Française","","OUI"
"01","Ain","01403","Serrières-de-Briord",2.0,"AVANCER ENSEMBLE, CONSTRUIRE ENSEMBLE","AVANCER ENSEMBLE, CONSTRUIRE ENSEMBLE","","","OUI",1.0,"M","LADREYT","Thierry","Française","","OUI"
"01","Ain","01404","Serrières-sur-Ain",1.0,"Une Equipe pour Serrière-sur-Ain","Une Equipe pour Serrière-sur-Ain","","","OUI",1.0,"M","BATAILLE","Jérémy","Française","",""
"01","Ain","01405","Servas",1.0,"AGIR AUJOURD'HUI POUR LA COMMUNE DE DEMAIN","AGIR AUJOURD'HUI POUR LA COMMUNE DE DEMAIN","","","OUI",1.0,"M","GUERIN","Serge","Française","","OUI"
"01","Ain","01406","Servignat",1.0,"L'AVENIR SERVIGNATIS","L'AVENIR SERVIGNATIS","","","OUI",1.0,"M","VIALLON","Laurent","Française","",""
"01","Ain","01407","Seyssel",1.0,"SEYSSEL BIEN VIVRE ENSEMBLE - MICHEL BOTTERI","SEYSSEL BIEN VIVRE ENSEMBLE - MICHEL BOTTERI","","","OUI",2.0,"M","BOTTERI","Michel","Française","","OUI"
"01","Ain","01408","Simandre-sur-Suran",1.0,"ENSEMBLE POUR SIMANDRE","ENSEMBLE POUR SIMANDRE","","","OUI",1.0,"M","JEANNIN","Philippe","Française","",""
"01","Ain","01410","Sonthonnax-la-Montagne",1.0,"SONTHONNAX DEMAIN","SONTHONNAX DEMAIN","","","OUI",1.0,"M","MONACI","Fabrice","Française","",""
"01","Ain","01411","Souclin",1.0,"Souclin Chœur de Projets","Souclin Chœur de Projets","","","OUI",1.0,"M","CORNEFERT","Morgan","Française","",""
"01","Ain","01412","Sulignat",1.0,"Avec vous, construisons notre village de demain","Avec vous, construisons notre village de demain","","","OUI",1.0,"M","GENESTOUX","Alain","Française","",""
"01","Ain","01415","Talissieu",1.0,"ENSEMBLE POUR TALISSIEU","ENSEMBLE POUR TALISSIEU","","","OUI",1.0,"F","DEGUISNE","Sabrina","Française","",""
"01","Ain","01416","Tenay",1.0,"TENAY DEMAIN","TENAY DEMAIN","","","OUI",1.0,"M","ALLAIN","Gaël","Française","","OUI"
"01","Ain","01418","Thil",1.0,"THIL, avançons ensemble","THIL, avançons ensemble","","","OUI",1.0,"F","POMMAZ","Valérie","Française","","OUI"
"01","Ain","01419","Thoiry",1.0,"Unis pour Thoiry Pays de Gex","Unis pour Thoiry Pays de Gex","LDVD","Liste divers droite","OUI",1.0,"F","BENIER","Muriel","Française","","OUI"
"01","Ain","01420","Thoissey",1.0,"Thoissey, demain s'écrit aujourd'hui","Thoissey, demain s'écrit aujourd'hui","","","OUI",1.0,"F","TURREL","Anne","Française","","OUI"
"01","Ain","01421","Torcieu",1.0,"TORCIEU, TOUT SIMPLEMENT !","TORCIEU, TOUT SIMPLEMENT !","","","OUI",1.0,"F","BARBARIN","Estelle","Française","",""
"01","Ain","01422","Tossiat",1.0,"POURSUIVONS ENSEMBLE POUR TOSSIAT","POURSUIVONS ENSEMBLE POUR TOSSIAT","","","OUI",1.0,"M","DAVI","Jean-Marie","Française","","OUI"
"01","Ain","01423","Toussieux",1.0,"AGIR POUR TOUSSIEUX","AGIR POUR TOUSSIEUX","","","OUI",1.0,"M","CHAUMONT","Armand","Française","","OUI"
"01","Ain","01424","Tramoyes",1.0,"Du coeur au village","Du coeur au village","","","OUI",1.0,"M","DELOCHE","Xavier","Française","","OUI"
"01","Ain","01425","La Tranclière",1.0,"Construisons ensemble La Tranclière de demain","Construisons ensemble La Tranclière de demain","","","OUI",1.0,"M","ADAM","Paul","Française","",""
"01","Ain","01426","Val-Revermont",1.0,"VAL-REVERMONT, UN AVENIR A CONSTRUIRE ENSEMBLE","VAL-REVERMONT, UN AVENIR A CONSTRUIRE ENSEMBLE","","","OUI",1.0,"M","JOLY","Olivier","Française","","OUI"
"01","Ain","01426","Val-Revermont",2.0,"ALTER'NATIFS POUR VAL-REVERMONT","ALTER'NATIFS POUR VAL-REVERMONT","","","OUI",1.0,"F","NEYRET","Yadranka","Française","","OUI"
"01","Ain","01427","Trévoux",1.0,"Trévoux avec vous !","Trévoux avec vous !","LDIV","Liste Divers","OUI",1.0,"M","DUFFIT MÉNARD","Nathanaël","Française","","OUI"
"01","Ain","01427","Trévoux",2.0,"Trévoux, notre fierté","Trévoux, notre fierté","LDVD","Liste divers droite","OUI",1.0,"M","PÉCHOUX","Marc","Française","","OUI"
"01","Ain","01427","Trévoux",3.0,"agir ensemble pour Trévoux","agir ensemble pour Trévoux","LDVG","Liste divers gauche","OUI",1.0,"M","LASSERRE","Adrien","Française","","OUI"
"01","Ain","01427","Trévoux",4.0,"TREVOUX DE VOUS A NOUS","TREVOUX DE VOUS A NOUS","LDVD","Liste divers droite","OUI",1.0,"F","BORDELIER","Laëtitia","Française","","OUI"
"01","Ain","01428","Valeins",1.0,"VALEINS, UNE HISTOIRE DE VILLAGE","VALEINS, UNE HISTOIRE DE VILLAGE","","","OUI",1.0,"M","BARDON","Frederic","Française","",""
"01","Ain","01429","Vandeins",1.0,"VANDEINS DEMAIN","VANDEINS DEMAIN","","","OUI",1.0,"F","BERARDAN","Christelle","Française","",""
"01","Ain","01430","Varambon",1.0,"Varambon, Notre village","Varambon, Notre village","","","OUI",1.0,"F","CHOLVY","Anne","Française","",""
"01","Ain","01431","Vaux-en-Bugey",1.0,"AVEC VOUS POUR VAUX","AVEC VOUS POUR VAUX","","","OUI",1.0,"F","VEYSSET-RABILLOUD","Françoise","Française","","OUI"
"01","Ain","01431","Vaux-en-Bugey",2.0,"AU COEUR DE VAUX, AVANÇONS ENSEMBLE !","AU COEUR DE VAUX, AVANÇONS ENSEMBLE !","","","OUI",1.0,"M","FRÉNOIS","Jean","Française","","OUI"
"01","Ain","01432","Verjon",1.0,"VERJON ENSEMBLE","VERJON ENSEMBLE","","","OUI",1.0,"M","JAMME","Philippe","Française","",""
"01","Ain","01433","Vernoux",1.0,"UNIS POUR VERNOUX","UNIS POUR VERNOUX","","","OUI",1.0,"M","MARTIN","Laurent","Française","",""
"01","Ain","01434","Versailleux",1.0,"POUR UN AVENIR HEUREUX A VERSAILLEUX","POUR UN AVENIR HEUREUX A VERSAILLEUX","","","OUI",1.0,"M","BRANCHY","Gérard","Française","",""
"01","Ain","01435","Versonnex",1.0,"Versonnex, Nouveauté et Continuité","Versonnex, Nouveauté et Continuité","","","OUI",1.0,"M","MADER","Pierre","Française","","OUI"
"01","Ain","01435","Versonnex",2.0,"Versonnex Demain","Versonnex Demain","","","OUI",1.0,"F","JUILLARD GRIVET","Brigitte","Française","","OUI"
"01","Ain","01436","Vesancy",1.0,"Pour une démocratie participative à Vesancy","Pour une démocratie participative à Vesancy","","","OUI",1.0,"M","LAMY","Louis","Française","",""
"01","Ain","01436","Vesancy",2.0,"Vesancy, notre village","Vesancy, notre village","","","OUI",1.0,"M","MAILLARD","Arnaud","Française","",""
"01","Ain","01437","Vescours",1.0,"BIEN VIVRE A VESCOURS","BIEN VIVRE A VESCOURS","","","OUI",1.0,"F","FLAMAND","Isabelle","Française","",""
"01","Ain","01439","Vésines",1.0,"Restons Vésinards","Restons Vésinards","","","OUI",1.0,"M","VARLET","Tristan","Française","",""
"01","Ain","01441","Vieu-d'Izenave",1.0,"COLLECTIF VIEU D'IZENAVE","COLLECTIF VIEU D'IZENAVE","","","OUI",1.0,"M","SAUNIER","Jérôme","Française","",""
"01","Ain","01443","Villars-les-Dombes",1.0,"CROIRE EN VILLARS","CROIRE EN VILLARS","LDIV","Liste Divers","OUI",1.0,"M","LIENHARDT","Jacques","Française","","OUI"
"01","Ain","01443","Villars-les-Dombes",2.0,"ENSEMBLE POUR VILLARS","ENSEMBLE POUR VILLARS","LDVD","Liste divers droite","OUI",1.0,"F","DUBOIS","Isabelle","Française","","OUI"
"01","Ain","01444","Villebois",1.0,"ENSEMBLE POUR VILLEBOIS","ENSEMBLE POUR VILLEBOIS","","","OUI",1.0,"F","VIGIER","Cécile","Française","","OUI"
"01","Ain","01444","Villebois",2.0,"AU COEUR DE VILLEBOIS 2026","AU COEUR DE VILLEBOIS 2026","","","OUI",1.0,"F","TESSARO","Camille","Française","","OUI"
"01","Ain","01445","Villemotier",1.0,"Construisons demain ensemble","Construisons demain ensemble","","","OUI",1.0,"M","GUYARD","Franck Christophe","Française","",""
"01","Ain","01446","Villeneuve",1.0,"AGIR POUR VILLENEUVE","AGIR POUR VILLENEUVE","","","OUI",1.0,"F","COMBIER","Patricia","Française","","OUI"
"01","Ain","01446","Villeneuve",2.0,"BIEN VIVRE ENSEMBLE A VILLENEUVE","BIEN VIVRE ENSEMBLE A VILLENEUVE","","","OUI",1.0,"M","POMMIER","David","Française","","OUI"
"01","Ain","01447","Villereversure",1.0,"Préserver Villereversure et agir pour demain","Préserver Villereversure et agir pour demain","","","OUI",1.0,"M","GIRERD","Jordan","Française","","OUI"
"01","Ain","01448","Villes",1.0,"VILLES ENSEMBLE","VILLES ENSEMBLE","","","OUI",1.0,"M","SUSINI","Guy","Française","",""
"01","Ain","01449","Villette-sur-Ain",1.0,"VILLETTE-SUR-AIN PASSION'AIMANT","VILLETTE-SUR-AIN PASSION'AIMANT","","","OUI",1.0,"M","PETIT","Philippe","Française","",""
"01","Ain","01450","Villieu-Loyes-Mollon",1.0,"L'EXPÉRIENCE POUR DEMAIN","L'EXPÉRIENCE POUR DEMAIN","LDIV","Liste Divers","OUI",1.0,"M","BEAUFORT","Eric","Française","","OUI"
"01","Ain","01450","Villieu-Loyes-Mollon",2.0,"VLM AUTREMENT","VLM AUTREMENT","LDIV","Liste Divers","OUI",1.0,"M","BERTRON","Philippe","Française","","OUI"
"01","Ain","01450","Villieu-Loyes-Mollon",3.0,"ÉLAN CITOYEN","ÉLAN CITOYEN","LDIV","Liste Divers","OUI",1.0,"M","BRUGHEAT","Grégory","Française","","OUI"
"01","Ain","01451","Viriat",1.0,"VIRIAT POUR VOUS","VIRIAT POUR VOUS","LDVD","Liste divers droite","OUI",1.0,"M","PERRET","Bernard","Française","","OUI"
"01","Ain","01451","Viriat",2.0,"ENSEMBLE AU COEUR DE VIRIAT","ENSEMBLE AU COEUR DE VIRIAT","LDIV","Liste Divers","OUI",1.0,"M","MICHON","Philippe","Française","","OUI"
"01","Ain","01452","Virieu-le-Grand",1.0,"NOUVEL ELAN POUR VIRIEU LE GRAND","NOUVEL ELAN POUR VIRIEU LE GRAND","","","OUI",1.0,"F","VALLIN","Yvette","Française","","OUI"
"01","Ain","01452","Virieu-le-Grand",2.0,"RESSERER LES LIENS POUR LES ENJEUX DE DEMAIN","RESSERER LES LIENS POUR LES ENJEUX DE DEMAIN","","","OUI",1.0,"M","VINCENT","Raphael","Française","","OUI"
"01","Ain","01453","Arvière-en-Valromey",1.0,"ARVIERE DEMAIN","ARVIERE DEMAIN","","","OUI",1.0,"F","MARTINOD","Pascale","Française","",""
"01","Ain","01454","Virignin",1.0,"VIRIGNIN NOUS RASSEMBLE","VIRIGNIN NOUS RASSEMBLE","","","OUI",1.0,"M","BANDET","Marcel","Française","","OUI"
"01","Ain","01454","Virignin",2.0,"ENSEMBLE POUR VIRIGNIN : NOTRE PRIORITE","ENSEMBLE POUR VIRIGNIN : NOTRE PRIORITE","","","OUI",1.0,"F","BAVUZ","Stéphanie","Française","","OUI"
"01","Ain","01456","Vongnes",1.0,"VONGNES 2026","VONGNES 2026","","","OUI",1.0,"M","GUILLON","Joannes","Française","",""
"01","Ain","01457","Vonnas",1.0,"VONNAS ENSEMBLE POUR DEMAIN","VONNAS ENSEMBLE POUR DEMAIN","","","OUI",1.0,"M","GIVORD","Alain","Française","","OUI"
"01","Ain","01457","Vonnas",2.0,"SERVIR VONNAS","SERVIR VONNAS","","","OUI",1.0,"M","DESMARIS","Christophe","Française","","OUI"
